filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version
00006739,7d4ea1addff78bcabc10019b47b6734422c82e00,367700a055222ac2189f11af3bc5a37f22cdc3ce,true,Self Remade\Finalized\Dont demaster,true,false,0,none,false,3
0009bc34,e29cc0cb4f3ea2105ec9df9f6982984b12dd37cc,e92c74de0ae8d9857e2262727f781788f68db252,false,Self Remade\Finalized\Self Remastered\UI\Shared,false,false,0,none,true,3
0009bc34_b930b4499997afc4e26e408ea169f9c7,e29cc0cb4f3ea2105ec9df9f6982984b12dd37cc,e92c74de0ae8d9857e2262727f781788f68db252,false,Self Remade\Finalized\Self Remastered\UI\Shared,false,false,0,none,true,3
00180189,6eefb15897f2fcea461ba2e601c5809f77353d85,5653596b891e034636d1005795bc112812caa838,true,Self Remade\Finalized\Dont demaster,false,false,0,none,false,3
003f0404,6eefb15897f2fcea461ba2e601c5809f77353d85,49e7d138d753486e4e526ac193e90affa81ee552,true,Self Remade\Finalized\Dont demaster,false,false,0,none,false,3
0051a133,8bc71a337b47b30265896a47f2f1681ef881aa61,014e54bacf0f7ce718dde16b847cf900c8b7f449,false,Self Remade\Finalized\Self Remastered\UI\Shared\Dont Demaster,false,false,0,none,true,3
0051b133,d60d161bb05b50446391fa044e365d53a9c0a6b3,7bc22717c66897285b9912083dd490a61ce5777d,false,Self Remade\Finalized\Self Remastered\UI\Shared\Dont Demaster,false,false,0,none,true,3
00626739,fb85e1fd752c07d2720dd001856cc429b2a26cc6,8a370aa00e662f2a48f35ccb27316b8730da8f5f,true,Self Remade\Finalized\Dont demaster,true,false,0,none,false,3
007a0189,6eefb15897f2fcea461ba2e601c5809f77353d85,8c6b8175c5d868403b3d54fc378090ee45d27572,true,Self Remade\Finalized\Dont demaster,false,false,0,none,false,3
008ae623,665fb4ba6241e16cd9ea1a480c9668c0fa1b4ff2,96c7e3121825e05c0b4b7504939111cb4d3123a9,false,Self Remade\Finalized\Self Remastered\UI\Shared\Dont Demaster,true,false,0,none,true,3
008ae623_fad237f35f44f84013d072b01d34bfc0,665fb4ba6241e16cd9ea1a480c9668c0fa1b4ff2,96c7e3121825e05c0b4b7504939111cb4d3123a9,false,Self Remade\Finalized\Self Remastered\UI\Shared\Dont Demaster,true,false,0,none,true,3
00b60372,333d219454684f206e5591b3c1a31a98d727d417,2e576b445e89201a594cb19c0d2e8d5c5490c959,false,Self Remade\Finalized\Self Remastered\UI\Shared\Dont Demaster,false,false,0,none,true,3
00e103ff,6eefb15897f2fcea461ba2e601c5809f77353d85,ab8466b6bd7c057671469fb5058ec07d79f3faeb,true,Self Remade\Finalized\Dont demaster,false,false,0,none,false,3
00edb9fc,e8484ee65c9d593424ce65f4e2eda5a91690f04b,daafd8292ecae90ef87560753e78c059f52261be,true,Self Remade\Finalized\Dont demaster,true,false,0,none,false,3
00fb5e0d_a4c6847d4b922f6cd44f7d23a8727f2c,620171dea044f965ed846d1ff5ee2a8cb3d5b38c,799cf5dea1499c27e234f4be004432dde338169e,false,Self Remade\Finalized\Not Demaster Fixed\UI\Japanese,false,false,0,none,true,3
00fcb7ac,2275ce7b932ed408431933d6fafee568fe376bcb,df63f53e8ce025d0791a8e80c109fd1cdd1737da,false,Self Remade\Finalized\Self Remastered\UI\Shared,true,false,0,none,true,3
00fcbfac,3395e6e92a40cbcd0dd208743066b01090a4d6e6,e08891e0d8e0b66d69b31b78bee7521d9bd9704a,false,Self Remade\Finalized\Self Remastered\UI\Shared,true,false,0,none,true,3
a_bg.bmp,78fefa4a6a4cfeb2b9de384af1aaade2bd15825c,a83545e1cc22149d3c8aec764caf2a4d76a15546,false,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,false,0,none,true,3
afevis_fp_sna_hi_finger.bmp,e78003b82d5abbdd70028e81693c6d2d28a56536,063d793f9f82d2f58b835e368e11fd9588ed0467,true,Self Remade\Finalized\Dont demaster\Dont upscale,true,false,0,none,false,3
afevis_fp_sna_hi_finger2.bmp,bfda8f2d28a90ddd2076f33e863c9049f4c0467c,c3ea49ffcbb6b46fbee8dbd967e905faa3964d9f,true,Self Remade\Finalized\Dont demaster\Dont upscale,true,false,0,none,false,3
afevis_fp_sna_hi_hand1.bmp,547d7c159933534163a266d2cc6923aa6236d328,54b64423ff4b22ea6315b5592cea2e217b215279,true,Self Remade\Finalized\Dont demaster\Dont upscale,true,false,0,none,false,3
afevis_fp_sna_hi_hand2.bmp,8989845568e64eb2b17c990e39bf3d1f32dca373,1eff69a057d351651d0d56ea9a8e556191a373b7,true,Self Remade\Finalized\Dont demaster\Dont upscale,true,false,0,none,false,3
animal_alp_ovl.bmp,fe2bddeb1cf97ff137068d2e231453497185569e,a49beda9c3f7d7a061bbc55c9d82ca6fe126c586,false,Self Remade\Finalized\Self Remastered\UI\Shared,true,false,0,none,true,3
augm_stabbed_tnc_body.bmp,3c6a6fa48e519cd206c876d741b14f9dba11e7e8,bd64938593ef9acec3faba1d74ba68e12f8b45d3,true,Self Remade\Finalized\Dont demaster,true,false,0,none,false,3
augm_tnc_eri.bmp,a4b588aa2ce8ab5284113ef9dd0cf649afdb3cb3,59efd069665b77b50f8c104390b298e1711caa2e,true,Self Remade\Finalized\Dont demaster,true,false,0,none,false,3
b_bg.bmp,24237a173703df54b3ccf6692f97d186d353bd87,7c030389d04edc8f4c0beabf4c22c27722a7c453,false,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,false,0,none,true,3
berrazano_alp_ovl.bmp,a26235f6d9ff8ec945b0eb6aa50a63befbb10683,d867af26f803cb1d6e33abda99075b898e8ab769,false,Self Remade\Finalized\Self Remastered\UI\Japanese,false,false,0,none,true,3
bg_alp_ovl.bmp,0558188f1609dd3ca6ae74a6dc8bdd2e0b99f017,72664eb74e25f1c010fd47bce4e4687f770622ea,false,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,false,0,none,true,3
bigshell_alp_ovl.bmp,179b623f3bf9cdfb66a097fba76c0a2a2475bf2a,1d6625ad3721f6601a29ad0fa378fad82e89fa35,false,Self Remade\Finalized\Self Remastered\UI\Japanese,false,false,0,none,true,3
