filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version,npot_resized
00006739,7d4ea1addff78bcabc10019b47b6734422c82e00,a4bce7e213709d705a93395906a9f2abda3e3292,true,Self Remade\Finalized\Dont demaster,true,true,5,remarci_4x,false,0,false
00180189,6eefb15897f2fcea461ba2e601c5809f77353d85,b073fecce7f82275acab96c132ce1ac6f8001ae8,true,Self Remade\Finalized\Dont demaster,false,true,5,remarci_4x,false,0,false
003f0404,6eefb15897f2fcea461ba2e601c5809f77353d85,b073fecce7f82275acab96c132ce1ac6f8001ae8,true,Self Remade\Finalized\Dont demaster,false,true,5,remarci_4x,false,0,false
00626739,fb85e1fd752c07d2720dd001856cc429b2a26cc6,35deedce55e71efa502b8c5e1e44a1e949717e5c,true,Self Remade\Finalized\Dont demaster,true,true,5,remarci_4x,false,0,false
007a0189,6eefb15897f2fcea461ba2e601c5809f77353d85,b073fecce7f82275acab96c132ce1ac6f8001ae8,true,Self Remade\Finalized\Dont demaster,false,true,5,remarci_4x,false,0,false
00e103ff,6eefb15897f2fcea461ba2e601c5809f77353d85,b073fecce7f82275acab96c132ce1ac6f8001ae8,true,Self Remade\Finalized\Dont demaster,false,true,5,remarci_4x,false,0,false
00edb9fc,e8484ee65c9d593424ce65f4e2eda5a91690f04b,afaa73c637fa301fda74053fdb724bff9f43a226,true,Self Remade\Finalized\Dont demaster,true,true,5,remarci_4x,false,0,false
augm_stabbed_tnc_body.bmp,3c6a6fa48e519cd206c876d741b14f9dba11e7e8,80d38711bfa840fe6ab8c4b2b322463555d0410f,true,Self Remade\Finalized\Dont demaster,true,true,5,remarci_4x_extra_smooth,false,0,false
augm_tnc_eri.bmp,a4b588aa2ce8ab5284113ef9dd0cf649afdb3cb3,2b8a7abbb342ba96fa9ffc9f1a7c3e101a16bb43,true,Self Remade\Finalized\Dont demaster,true,true,5,remarci_4x,false,0,false
crd_pp05.bmp,59ba0a1e38cc06c9b7d345b945e3af08b1a54b9c,4b501c3fd2c4042b66d661e5a5e96fb68d7dac24,true,Self Remade\Finalized\Dont demaster,true,true,5,remarci_4x,false,0,false
