filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version,npot_resized
00006739,7d4ea1addff78bcabc10019b47b6734422c82e00,e8dc92a252160c2e6818cd5e83a7f9577bb5f5af,true,Self Remade\Finalized\Dont demaster,true,true,4,remarci_4x,false,0,false
00180189,6eefb15897f2fcea461ba2e601c5809f77353d85,69872b268417378eb694acc0ec83098511d5190b,true,Self Remade\Finalized\Dont demaster,false,true,4,remarci_4x,false,0,false
003f0404,6eefb15897f2fcea461ba2e601c5809f77353d85,c4bfc19d50464923e01073505fc391587465b112,true,Self Remade\Finalized\Dont demaster,false,true,4,remarci_4x,false,0,false
00626739,fb85e1fd752c07d2720dd001856cc429b2a26cc6,3d1089d025cfcc8c9f4272e28f33296c0815dfb7,true,Self Remade\Finalized\Dont demaster,true,true,4,remarci_4x,false,0,false
007a0189,6eefb15897f2fcea461ba2e601c5809f77353d85,7c93ee99f77b4801875f603d45a6fbce6281814c,true,Self Remade\Finalized\Dont demaster,false,true,4,remarci_4x,false,0,false
00e103ff,6eefb15897f2fcea461ba2e601c5809f77353d85,b110add2ebdaa502690ac18715484eba206006a9,true,Self Remade\Finalized\Dont demaster,false,true,4,remarci_4x,false,0,false
00edb9fc,e8484ee65c9d593424ce65f4e2eda5a91690f04b,c24a5828f6afc75849d684a826122b7a2658806e,true,Self Remade\Finalized\Dont demaster,true,true,4,remarci_4x,false,0,false
augm_stabbed_tnc_body.bmp,3c6a6fa48e519cd206c876d741b14f9dba11e7e8,a2468398c3076992a14675501b16f8184f2de77d,true,Self Remade\Finalized\Dont demaster,true,true,4,remarci_4x_extra_smooth,false,0,false
augm_tnc_eri.bmp,a4b588aa2ce8ab5284113ef9dd0cf649afdb3cb3,375b7ef1d5ec737e4cd76dff8cb5e69edf02e58a,true,Self Remade\Finalized\Dont demaster,true,true,4,remarci_4x,false,0,false
crd_pp05.bmp,59ba0a1e38cc06c9b7d345b945e3af08b1a54b9c,01a01006419455b81aaa795002c700564514f431,true,Self Remade\Finalized\Dont demaster,true,true,4,remarci_4x,false,0,false
